bull_id,backfat_thickness,ribeye_area,marbling_score,dressing_percentage,subcutaneous_fat,visceral_fat,lean_meat_yield,residual_average_daily_gain,dry_matter_intake,yearling_weight,working_weight,birth_weight,calving_ease_direct,yearling_height,type_of_bull,age_at_collection,mature_height,mature_weight,price_of_semen,bull_name
764,0.5,14.3,3.8,61.6,0.8,0.3,55.7,2.3,1.3,800.9,926.3,87.3,0.1,56.7,Angus,2.9,53.6,1619.3,42.8,Dauntless Protector
765,0.3,15.1,4.2,59.0,0.7,0.3,58.8,2.6,4.6,815.2,775.9,86.9,6.8,55.6,Hereford,2.0,57.0,1839.9,67.8,Dauntless Guardian
766,0.7,14.1,6.7,60.6,1.2,0.3,52.0,2.0,2.9,900.9,1077.4,83.8,4.5,51.9,Angus,5.3,68.1,1868.4,54.6,Dauntless Alpha
767,0.5,15.6,8.7,59.7,0.6,0.4,57.7,2.4,4.2,872.7,1225.3,81.8,2.7,51.2,Charolais,2.4,68.9,2469.9,56.9,Dauntless Powerhouse
768,0.5,13.5,3.7,58.7,1.1,0.3,53.6,2.7,0.6,720.7,933.5,80.8,2.9,55.0,Gelbvieh,0.6,63.2,2081.5,54.3,Dauntless Monster
769,0.5,16.1,5.6,56.3,1.5,0.2,53.2,3.3,-1.3,1227.9,772.7,96.2,6.0,54.2,Angus,3.3,65.6,2651.3,66.1,Dauntless Warrior
770,0.6,15.4,8.6,59.2,0.8,0.4,68.9,2.4,1.4,431.2,812.8,105.3,1.1,54.4,Gelbvieh,2.2,58.8,1720.4,26.2,Dauntless Warlord
771,0.3,14.5,5.1,62.2,0.5,0.2,65.6,2.6,3.4,1087.0,903.3,75.1,3.8,54.0,Limousin,5.2,63.0,2124.5,52.7,Dauntless Bruiser
772,0.3,16.0,8.7,56.1,0.8,0.3,58.2,2.9,4.6,908.8,916.0,104.8,0.6,55.6,Angus,3.0,51.6,2484.6,40.9,Dauntless Brawler
773,0.3,13.6,8.3,61.6,0.9,0.3,55.1,3.3,0.2,1106.1,938.5,76.5,6.4,58.1,Gelbvieh,3.5,69.4,2069.2,59.9,Dauntless Gladiator
774,0.5,11.3,7.9,61.9,0.8,0.3,66.6,2.0,1.6,715.4,793.3,80.5,3.1,50.3,Limousin,3.3,63.1,1815.8,79.7,Dauntless Giant
775,0.5,20.3,4.8,60.1,1.2,0.5,61.8,3.0,1.4,770.1,1101.9,111.5,3.2,53.8,Santa Gertrudis,2.6,63.9,2154.4,62.0,Dauntless Colossus
776,0.6,18.5,6.8,57.3,0.1,0.3,65.4,3.4,-0.4,454.5,1335.7,102.9,7.5,56.9,Beefmaster,1.1,59.7,2389.9,42.1,Dauntless Titan
777,0.4,13.1,7.8,63.3,1.3,0.3,55.4,2.9,3.7,539.7,981.0,96.8,1.9,52.8,Hereford,2.3,64.7,2203.0,77.2,Dauntless Hulk
778,0.4,15.3,4.7,61.3,0.7,0.4,61.0,2.3,-0.2,839.8,866.4,62.4,4.4,56.6,Charolais,6.1,62.4,2176.1,49.6,Dauntless Ram
779,0.5,17.0,8.0,58.0,0.3,0.3,59.0,2.0,0.6,895.7,696.7,98.4,3.9,49.7,Limousin,5.5,58.1,2053.4,58.0,Dauntless Heifer
780,0.6,12.0,6.2,60.5,0.7,0.2,67.4,2.1,1.5,601.8,766.3,76.0,5.4,51.6,Hereford,4.9,64.3,1684.4,51.1,Dauntless Buck
781,0.5,12.5,9.5,64.2,1.0,0.3,54.7,2.2,5.0,765.2,1172.9,69.5,5.4,51.0,Simmental,2.1,57.7,2433.4,19.4,Adventurous Bull
782,0.3,13.9,5.6,60.1,1.0,0.4,61.5,2.6,2.6,811.5,859.8,65.6,2.8,52.9,Hereford,3.6,56.2,2197.0,46.6,Adventurous Stallion
783,0.7,13.9,11.2,56.7,1.4,0.2,66.5,3.0,3.2,960.8,885.8,78.7,1.3,49.8,Gelbvieh,2.7,69.0,1831.0,29.2,Adventurous Sire
784,0.3,15.9,3.3,56.5,0.9,0.4,54.9,2.0,2.5,586.2,909.9,76.8,-0.5,50.7,Limousin,3.1,67.5,2553.1,63.1,Adventurous Male
785,0.5,20.1,5.1,55.7,1.1,0.3,62.2,2.3,3.4,950.7,473.2,63.0,6.5,51.8,Limousin,1.6,64.8,2468.2,48.3,Adventurous Bullfighter
786,0.6,17.0,3.9,62.0,1.1,0.2,58.2,2.4,0.5,800.9,923.6,95.3,5.5,53.2,Gelbvieh,4.3,70.6,1857.5,65.0,Adventurous Beast
787,0.4,16.9,5.2,61.9,0.7,0.2,58.8,2.0,1.5,829.2,883.8,96.3,4.2,51.9,Santa Gertrudis,3.6,57.6,2551.8,77.8,Adventurous Brute
788,0.3,14.4,9.7,62.4,1.3,0.4,66.5,2.5,4.1,794.4,861.0,84.7,4.9,56.2,Brahman,1.7,59.2,1396.6,15.6,Adventurous Charger
789,0.4,13.0,3.5,59.6,0.8,0.4,58.9,2.2,1.0,854.9,760.4,85.9,3.6,53.8,Gelbvieh,0.8,53.7,2096.2,46.6,Adventurous Dominator
790,0.5,10.6,8.3,59.1,0.2,0.2,65.3,2.5,-1.7,789.2,739.2,49.9,5.3,53.1,Hereford,3.0,60.7,2433.6,55.1,Adventurous Leader
791,0.6,15.0,6.0,57.7,0.2,0.3,59.5,2.8,2.3,632.0,1029.9,91.6,5.9,53.8,Brangus,5.0,67.9,1828.3,54.9,Adventurous Fighter
792,0.5,13.7,5.0,59.0,1.1,0.4,66.1,2.0,0.6,646.7,662.1,74.9,6.2,53.8,Santa Gertrudis,2.9,61.6,1892.2,42.4,Adventurous Champion
793,0.5,16.2,8.3,60.9,0.7,0.3,60.5,2.4,5.7,617.9,711.3,119.5,5.3,54.6,Brangus,3.8,66.6,1824.8,16.6,Adventurous Ruler
794,0.5,13.0,5.6,60.8,0.5,0.3,59.1,1.8,4.4,991.6,829.5,109.1,3.0,54.6,Limousin,2.9,62.0,1941.7,46.4,Adventurous Protector
795,0.5,14.4,3.5,62.1,0.8,0.2,51.6,2.0,1.2,460.0,781.4,80.2,2.4,54.9,Brangus,3.8,62.2,1901.3,38.4,Adventurous Guardian
796,0.5,17.1,3.8,57.1,0.7,0.2,58.7,2.9,1.0,973.6,1060.2,87.8,-0.2,52.3,Limousin,1.9,57.6,2216.7,44.0,Adventurous Alpha
797,0.5,17.2,6.6,62.1,0.6,0.2,55.0,3.2,-1.5,902.3,941.1,89.9,7.4,53.0,Limousin,2.5,60.3,1878.3,20.8,Adventurous Powerhouse
798,0.5,13.6,6.4,61.6,0.6,0.5,63.5,3.4,3.6,1301.2,865.7,107.2,4.8,56.9,Santa Gertrudis,7.5,54.2,1967.1,47.5,Adventurous Monster
799,0.7,17.2,6.8,60.1,0.9,0.3,55.7,3.1,4.8,919.2,975.5,78.2,3.1,54.3,Beefmaster,4.2,55.9,2260.5,56.1,Adventurous Warrior
800,0.6,13.2,8.3,60.9,1.2,0.1,51.8,3.4,3.1,559.3,855.2,83.1,2.9,56.2,Charolais,1.3,58.6,1428.3,35.9,Adventurous Warlord
801,0.6,17.4,5.9,61.7,0.8,0.3,59.2,2.5,1.1,1018.7,1042.4,105.7,1.1,56.2,Santa Gertrudis,3.1,53.4,2135.2,68.3,Adventurous Bruiser
802,0.5,11.8,4.8,62.9,0.6,0.5,65.1,3.0,2.3,738.7,634.9,116.6,0.6,52.8,Brangus,3.1,55.3,1558.7,56.1,Adventurous Brawler
803,0.6,9.8,6.6,61.9,0.6,0.1,59.5,2.3,0.4,675.4,1124.4,92.9,3.6,55.0,Gelbvieh,5.2,62.7,2172.3,45.3,Adventurous Gladiator
804,0.5,16.1,8.2,58.0,0.5,0.3,65.3,3.2,2.9,976.3,767.7,99.2,5.6,52.5,Limousin,4.4,64.7,2393.6,44.7,Adventurous Giant
805,0.5,14.4,8.2,59.4,0.7,0.2,57.7,1.9,4.9,1235.1,940.1,81.3,1.3,56.1,Angus,3.1,57.8,1972.8,60.7,Adventurous Colossus
806,0.8,14.9,7.1,62.4,0.6,0.3,65.7,2.9,-0.7,752.6,1167.3,77.1,4.4,49.2,Limousin,2.5,60.2,2017.4,40.4,Adventurous Titan
807,0.4,18.8,10.7,61.2,0.8,0.2,64.2,3.2,2.8,1180.7,1112.4,76.3,3.7,46.9,Brangus,2.3,61.6,2118.0,64.5,Adventurous Hulk
808,0.5,12.0,7.7,58.6,0.3,0.2,59.9,2.7,0.9,686.3,1082.9,74.5,3.4,51.3,Brahman,3.7,59.4,2085.2,66.7,Adventurous Ram
809,0.6,14.7,9.4,61.2,0.4,0.3,66.7,2.1,0.8,802.4,897.2,83.4,2.8,50.0,Charolais,1.0,62.7,2195.0,36.6,Adventurous Heifer
810,0.6,13.9,4.7,60.1,0.8,0.4,55.5,2.9,-0.1,1207.2,945.4,105.1,4.2,53.1,Brahman,2.0,61.9,2152.5,45.5,Adventurous Buck
811,0.4,16.3,7.2,61.5,0.7,0.2,57.6,2.6,1.6,1029.0,834.4,93.5,3.8,54.1,Brahman,4.5,53.8,1923.4,38.8,Determined Bull
812,0.5,14.5,9.6,60.4,1.1,0.3,60.1,2.8,4.3,843.7,806.2,70.2,6.5,54.3,Limousin,3.0,57.0,2545.1,88.0,Determined Stallion
813,0.5,13.8,0.8,59.8,0.1,0.2,70.6,3.0,-0.2,930.6,1048.2,82.1,3.1,55.1,Brahman,2.7,59.0,1930.0,65.4,Determined Sire
814,0.6,15.0,1.9,60.1,0.8,0.3,53.7,2.6,-1.5,720.4,979.2,98.8,4.6,50.7,Brahman,5.6,62.0,2121.1,38.6,Determined Male
815,0.4,16.8,9.2,61.5,0.7,0.3,60.3,2.7,0.9,1209.3,817.5,64.8,3.1,54.5,Brangus,1.4,69.9,1786.5,52.7,Determined Bullfighter
816,0.4,14.8,4.0,62.8,1.3,0.5,55.1,2.2,3.1,1100.5,1084.1,69.7,3.9,62.2,Santa Gertrudis,4.8,56.2,2423.4,45.1,Determined Beast
817,0.4,14.5,2.6,60.4,1.1,0.2,55.4,2.6,0.2,909.5,735.6,98.3,4.2,50.7,Brangus,2.3,52.2,2424.0,70.7,Determined Brute
818,0.5,15.3,10.0,61.7,1.0,0.3,68.0,1.5,3.8,835.6,928.9,87.8,4.0,52.7,Brangus,3.1,63.8,1568.5,35.9,Determined Charger
819,0.5,14.5,11.4,64.2,1.4,0.3,54.0,2.4,1.1,1159.6,862.1,96.4,4.4,53.3,Hereford,3.9,57.3,1922.1,55.8,Determined Dominator
820,0.5,19.1,1.8,58.3,0.9,0.5,55.5,2.7,1.5,708.8,532.8,101.3,5.0,52.4,Hereford,5.1,54.2,1545.9,67.1,Determined Leader
821,0.6,13.8,5.8,59.5,0.3,0.3,53.9,3.1,2.0,547.2,993.0,98.2,3.0,56.6,Simmental,2.9,61.0,1852.3,58.4,Determined Fighter
822,0.4,15.6,3.2,58.9,0.9,0.2,59.8,2.3,3.3,675.3,872.2,76.9,4.5,49.4,Simmental,0.8,63.5,2249.9,38.1,Determined Champion
823,0.4,14.7,4.7,61.3,0.2,0.4,54.8,2.0,1.3,1125.9,1220.4,77.8,6.1,49.5,Charolais,4.3,59.7,2341.3,64.8,Determined Ruler
824,0.4,16.8,2.9,60.6,1.0,0.1,56.6,2.2,-0.1,1017.9,926.9,75.7,1.0,52.0,Beefmaster,6.6,64.2,1906.4,49.5,Determined Protector
825,0.4,13.0,9.8,59.9,0.7,0.3,63.5,2.6,2.0,1194.1,710.6,92.4,6.7,56.7,Beefmaster,5.5,56.7,2080.6,64.4,Determined Guardian
826,0.6,17.3,4.8,60.3,0.6,0.2,62.0,3.0,4.3,1289.5,868.0,79.9,5.3,48.9,Beefmaster,4.2,55.4,2141.0,49.6,Determined Alpha
827,0.6,13.5,4.5,59.6,-0.0,0.2,55.8,2.7,3.4,670.8,734.4,91.7,2.6,54.0,Gelbvieh,3.6,56.3,1756.9,44.4,Determined Powerhouse
828,0.5,12.3,3.4,65.0,0.6,0.4,66.5,3.2,-0.8,1026.9,738.1,83.1,2.6,53.4,Brangus,3.5,72.4,1761.9,30.7,Determined Monster
829,0.5,14.9,10.3,55.8,1.0,0.3,64.6,2.9,0.3,853.2,744.0,105.7,1.4,58.6,Brahman,2.0,63.5,2278.3,60.0,Determined Warrior
830,0.4,14.2,10.0,64.7,0.6,0.4,52.5,2.8,2.2,613.8,921.6,69.8,2.2,55.6,Angus,2.0,62.3,2345.1,30.7,Determined Warlord
831,0.3,18.0,5.9,56.8,1.1,0.5,58.4,1.9,2.3,613.7,1058.6,60.3,4.4,49.5,Brahman,7.0,57.6,2033.3,89.7,Determined Bruiser
832,0.5,14.9,-0.8,58.2,1.0,0.4,60.7,2.5,-1.1,656.0,772.0,114.9,4.1,49.7,Gelbvieh,4.2,53.1,1602.8,51.4,Determined Brawler
833,0.6,17.3,9.1,60.8,1.0,0.4,61.2,2.6,4.4,725.2,1113.8,111.7,3.3,53.9,Hereford,2.7,60.6,2091.0,75.5,Determined Gladiator
834,0.3,12.8,7.6,61.1,1.0,0.4,57.8,2.8,-0.2,659.1,617.9,77.3,4.3,51.2,Brangus,2.8,68.1,1685.0,44.9,Determined Giant
835,0.6,17.7,7.1,56.6,0.6,0.1,54.4,1.9,-2.2,929.8,852.1,102.3,1.6,56.5,Santa Gertrudis,3.8,60.2,1733.1,27.8,Determined Colossus
836,0.5,11.6,6.4,57.0,1.2,0.2,62.2,2.6,1.6,525.5,1140.0,90.9,3.4,50.1,Santa Gertrudis,5.3,62.1,1577.8,53.4,Determined Titan
837,0.5,16.5,8.2,60.2,0.8,0.3,62.7,3.2,5.3,722.0,893.3,96.1,2.4,56.5,Angus,5.3,62.9,1724.7,67.7,Determined Hulk
838,0.4,13.1,7.9,60.4,0.9,0.4,51.6,2.8,2.8,851.6,858.8,100.4,6.5,53.0,Brahman,2.9,61.6,1651.4,42.6,Determined Ram
839,0.5,12.7,6.8,62.4,1.0,0.2,60.9,2.2,1.3,766.1,832.9,84.1,3.4,52.9,Santa Gertrudis,5.1,66.3,1599.9,48.8,Determined Heifer
840,0.4,12.4,4.7,61.6,0.5,0.4,64.6,2.3,2.3,584.7,1019.6,75.2,5.6,51.1,Brangus,6.2,59.9,2480.3,85.4,Determined Buck
841,0.5,16.0,8.7,60.4,0.3,0.2,55.6,3.1,4.0,897.8,982.9,83.9,4.8,53.9,Hereford,3.0,59.8,2470.7,60.2,Loyal Bull
842,0.7,16.2,7.9,65.3,0.7,0.2,59.3,2.4,3.2,678.8,978.6,118.2,7.4,53.4,Simmental,3.8,63.0,2047.0,57.7,Loyal Stallion
843,0.4,17.7,9.8,60.3,1.4,0.4,60.1,2.5,3.4,875.5,841.4,100.5,3.3,54.4,Brangus,3.6,65.2,1954.4,77.4,Loyal Sire
844,0.6,18.5,7.3,58.8,1.4,0.3,53.0,2.0,3.4,1257.9,1253.0,93.6,2.9,54.0,Charolais,5.0,60.8,1787.2,66.8,Loyal Male
845,0.4,14.6,7.3,60.1,1.1,0.4,56.0,2.5,3.0,954.2,668.8,124.2,3.1,57.8,Brahman,4.7,57.4,1979.1,72.8,Loyal Bullfighter
846,0.5,16.1,2.8,56.3,0.5,0.3,62.8,1.9,4.1,756.1,1059.7,107.0,2.8,57.4,Angus,7.5,59.1,2380.3,78.3,Loyal Beast
847,0.5,14.0,5.0,58.5,1.2,0.3,49.3,1.7,-1.1,854.6,814.2,117.6,4.6,54.7,Hereford,3.4,66.3,1755.8,83.4,Loyal Brute
848,0.4,15.3,3.9,58.3,0.6,0.3,63.7,2.5,3.3,903.5,1105.2,107.6,2.2,48.3,Gelbvieh,4.0,65.2,2158.8,58.4,Loyal Charger
849,0.4,10.8,6.5,58.4,0.7,0.4,68.9,3.0,0.4,1266.0,760.5,62.3,2.4,50.9,Beefmaster,2.7,59.2,2420.5,55.2,Loyal Dominator
850,0.6,13.9,9.6,60.5,0.8,0.4,68.5,3.0,3.4,534.8,1017.6,86.8,3.8,56.6,Beefmaster,4.2,63.5,2388.1,65.9,Loyal Leader
851,0.6,15.9,8.7,60.4,0.7,0.4,55.1,2.7,3.4,715.3,916.3,89.6,4.4,54.6,Brangus,4.5,63.5,2658.4,42.2,Loyal Fighter
852,0.6,13.0,2.4,61.3,1.1,0.4,63.9,3.4,2.0,560.5,452.9,97.2,5.5,54.4,Angus,2.9,49.6,1799.3,78.3,Loyal Champion
853,0.5,17.7,6.3,56.1,1.1,0.4,53.8,1.7,4.8,964.6,750.6,82.6,3.6,52.1,Beefmaster,2.5,53.7,2160.4,62.2,Loyal Ruler
854,0.6,15.5,4.3,55.8,1.0,0.2,61.5,2.9,-0.4,857.8,923.1,76.2,6.0,57.8,Angus,5.6,59.2,1795.6,39.0,Loyal Protector
855,0.6,13.0,6.4,60.8,1.2,0.2,63.8,2.3,0.6,881.9,748.7,91.0,6.6,52.5,Gelbvieh,2.8,59.2,1242.2,41.8,Loyal Guardian
856,0.5,15.2,2.4,57.8,0.6,0.2,60.4,1.9,2.2,524.4,1102.3,107.6,0.7,53.7,Charolais,7.0,66.1,2427.6,67.5,Loyal Alpha
857,0.5,13.7,8.2,56.7,0.6,0.3,70.0,2.9,0.7,768.5,812.7,54.9,5.3,55.7,Limousin,1.9,55.1,1928.6,68.7,Loyal Powerhouse
858,0.5,16.6,6.0,57.9,1.3,0.2,64.9,1.9,2.1,622.7,1132.8,77.5,1.1,55.5,Hereford,2.3,66.0,2444.4,55.8,Loyal Monster
859,0.6,17.7,9.7,59.8,1.0,0.2,55.5,2.4,2.7,848.9,605.0,90.4,2.1,55.6,Santa Gertrudis,4.6,53.2,2193.0,43.2,Loyal Warrior
860,0.3,18.3,1.7,59.5,0.9,0.4,57.7,2.3,1.6,716.0,1083.3,76.3,2.2,52.6,Brangus,3.1,58.3,2164.5,76.5,Loyal Warlord
861,0.5,15.4,8.7,60.2,0.8,0.3,61.5,2.6,2.8,853.6,910.3,101.3,5.1,49.8,Limousin,3.8,61.9,2558.5,45.9,Loyal Bruiser
862,0.4,14.5,1.6,59.3,1.2,0.4,51.2,2.8,-1.7,1022.7,855.4,89.9,4.2,53.8,Simmental,4.8,67.8,1694.4,43.2,Loyal Brawler
863,0.7,12.1,9.3,59.9,1.0,0.3,57.3,2.8,2.9,855.3,949.5,108.0,3.3,55.3,Charolais,2.9,56.2,1908.3,50.6,Loyal Gladiator
864,0.5,12.7,9.1,61.2,1.1,0.3,57.8,1.8,5.7,1025.9,979.6,86.0,4.8,58.9,Limousin,3.7,71.8,1871.5,4.1,Loyal Giant
865,0.5,15.3,6.4,56.0,0.9,0.4,67.7,3.7,2.1,993.9,806.5,105.6,0.4,57.5,Angus,2.6,56.6,1645.7,59.9,Loyal Colossus
866,0.5,11.1,3.5,60.0,1.1,0.4,47.2,2.6,4.2,779.0,732.0,100.7,4.2,60.2,Beefmaster,4.6,63.2,2217.5,33.6,Loyal Titan
867,0.4,12.8,5.4,58.2,1.1,0.3,63.5,3.4,0.9,1002.9,1024.6,109.8,0.2,58.5,Gelbvieh,3.7,62.6,1828.4,33.8,Loyal Hulk
868,0.4,18.7,8.2,56.7,0.9,0.3,67.5,2.4,1.2,912.9,857.3,117.7,3.9,48.7,Limousin,6.4,60.8,2109.0,38.9,Loyal Ram
869,0.4,13.0,2.8,58.4,0.9,0.4,55.5,2.6,2.6,869.4,770.0,103.6,4.9,55.3,Hereford,3.5,50.8,1592.0,45.9,Loyal Heifer
870,0.5,13.2,7.2,63.3,1.0,0.2,63.1,3.2,2.4,844.1,966.8,82.0,4.7,58.6,Charolais,3.5,63.8,1620.3,63.7,Loyal Buck
871,0.6,13.9,9.2,56.9,0.6,0.3,71.8,1.7,3.7,816.9,687.8,73.0,3.6,54.3,Angus,4.4,60.9,2385.7,47.0,Relentless Bull
872,0.6,13.9,8.3,61.8,0.6,0.2,53.5,2.6,4.3,667.9,1457.8,109.3,5.9,50.8,Gelbvieh,1.6,64.5,2222.2,62.8,Relentless Stallion
873,0.4,17.2,7.4,60.8,1.1,0.5,56.3,3.2,4.3,774.2,1104.3,100.0,2.4,53.2,Hereford,4.6,63.4,2261.4,84.7,Relentless Sire
874,0.4,13.9,7.9,56.4,0.6,0.3,59.3,2.4,-0.3,641.7,991.4,114.4,0.8,58.4,Gelbvieh,5.4,65.9,1728.5,66.4,Relentless Male
875,0.6,13.6,-1.4,62.2,0.5,0.4,67.7,2.3,4.8,712.9,946.7,85.6,3.0,57.9,Limousin,2.0,64.9,2275.8,50.0,Relentless Bullfighter
876,0.5,15.2,7.7,60.8,1.1,0.2,56.1,2.6,-1.4,1410.0,973.6,105.1,2.6,49.5,Beefmaster,4.3,58.4,1910.1,30.4,Relentless Beast
877,0.7,16.1,7.2,65.7,1.3,0.3,59.8,2.2,2.1,724.2,806.7,109.8,7.4,52.5,Brahman,4.4,62.3,1547.2,43.8,Relentless Brute
878,0.5,14.5,4.4,61.2,1.0,0.2,65.1,2.9,2.9,751.1,910.2,89.7,2.1,54.1,Limousin,3.2,54.3,2414.2,67.3,Relentless Charger
879,0.6,14.6,8.5,60.8,0.6,0.2,65.5,2.7,4.6,665.0,858.6,78.1,3.3,51.7,Brahman,4.0,53.5,1896.8,50.3,Relentless Dominator
880,0.5,13.6,3.6,59.4,0.9,0.3,55.0,3.1,2.7,350.5,837.7,75.7,3.2,57.9,Hereford,3.2,55.5,1435.5,14.2,Relentless Leader
881,0.6,19.0,3.4,61.9,0.6,0.5,61.8,3.1,0.8,908.1,865.1,90.0,6.1,54.7,Brahman,3.6,65.7,2210.4,49.0,Relentless Fighter
882,0.5,14.3,9.0,60.2,0.7,0.3,67.2,1.8,3.9,814.2,874.2,79.1,4.5,52.3,Angus,7.8,62.4,1792.8,58.9,Relentless Champion
883,0.6,17.2,2.7,58.1,0.9,0.4,63.9,2.9,-0.4,1017.3,760.8,87.8,5.1,48.3,Angus,5.6,63.2,2436.1,37.6,Relentless Ruler
884,0.5,17.8,9.3,61.0,1.0,0.3,61.1,1.5,5.2,1052.4,923.0,74.0,4.2,54.4,Gelbvieh,5.0,59.6,2465.0,66.6,Relentless Protector
885,0.6,12.5,5.9,57.2,0.3,0.4,56.7,2.1,-0.8,573.6,856.2,79.5,5.0,56.7,Hereford,4.2,50.7,1830.3,63.0,Relentless Guardian
886,0.4,15.8,9.0,61.4,1.0,0.2,69.7,2.7,3.7,510.9,560.5,117.0,7.4,59.9,Simmental,6.8,57.9,1808.9,67.1,Relentless Alpha
887,0.6,15.0,7.6,63.3,0.9,0.0,67.6,2.9,-1.4,869.4,772.9,89.0,5.5,55.3,Beefmaster,0.7,63.4,1660.4,77.3,Relentless Powerhouse
888,0.4,15.8,5.0,62.0,0.8,0.2,59.4,2.7,-1.1,680.2,1009.1,93.1,1.7,54.2,Charolais,2.2,66.9,1727.7,97.3,Relentless Monster
889,0.5,15.2,6.7,63.1,0.6,0.3,60.1,2.8,2.6,574.5,722.8,84.9,3.9,61.9,Brangus,3.3,54.2,2285.5,20.0,Relentless Warrior
890,0.6,15.7,11.0,59.5,0.4,0.3,62.1,2.6,1.4,657.1,910.4,81.7,3.3,51.0,Hereford,3.1,57.2,2112.7,44.5,Relentless Warlord
891,0.4,16.1,9.3,58.7,0.8,0.1,59.1,3.1,2.0,1123.4,1041.4,105.9,5.4,54.9,Limousin,3.1,53.3,2025.4,93.5,Relentless Bruiser
892,0.6,15.9,4.5,59.1,1.2,0.3,55.4,2.9,0.1,821.9,696.8,93.2,3.0,53.7,Brangus,1.8,55.9,1759.2,71.2,Relentless Brawler
893,0.5,15.2,4.8,59.3,1.2,0.3,58.3,2.9,2.9,596.8,986.1,53.8,4.3,51.6,Charolais,1.6,59.3,1728.0,35.4,Relentless Gladiator
894,0.5,15.9,7.3,58.4,1.1,0.4,63.4,3.1,1.7,551.4,801.0,80.0,7.6,52.1,Gelbvieh,1.5,64.3,2316.2,29.9,Relentless Giant
895,0.5,16.1,0.9,62.8,1.0,0.4,61.7,2.9,-2.8,464.1,1001.4,72.4,6.2,54.7,Limousin,5.6,55.6,2100.6,43.5,Relentless Colossus
896,0.5,16.4,8.7,63.5,0.7,0.4,58.7,2.7,6.7,1290.5,901.8,99.6,6.0,57.8,Limousin,4.5,56.1,2430.4,64.4,Relentless Titan
897,0.5,14.3,8.4,57.4,0.6,0.5,53.1,2.8,1.8,803.7,989.1,74.8,5.5,58.6,Brangus,4.1,57.0,1851.1,30.2,Relentless Hulk
898,0.7,16.5,7.7,64.9,0.6,0.2,56.8,2.1,0.5,1061.0,690.8,71.6,6.5,58.5,Angus,3.2,56.8,1751.1,54.8,Relentless Ram
899,0.6,15.8,6.0,62.7,0.7,0.3,61.7,1.4,0.7,1105.7,973.7,99.0,3.6,53.8,Limousin,2.8,57.6,2406.4,52.2,Relentless Heifer
900,0.5,16.6,11.1,59.3,1.1,0.4,52.3,1.7,2.6,685.2,931.1,103.3,6.7,59.5,Santa Gertrudis,2.5,59.4,2181.0,54.3,Relentless Buck
